title, description, offer_text, is_online, category, start_date, end_date
,,Upto 10% off on international SIM Cards,N,Travel,2016-01-05,2016-12-15
,,5% Cashback at Reliance Trends,N,Shopping,2016-06-22,2016-08-15
,,10% Off,N,Travel,2017-02-14,2017-10-31
,,Get  5% Cashback,N,Shopping,2018-04-06,2018-04-18
,,LULU Brands Cashback Offer,N,Shopping,2018-08-03,2018-08-15
,,Get Flat 10% off at Hotels.com,Y,Travel,2016-01-18,2016-06-30
,,10% Off on Moto G5 Plus at Flipkart,N,Shopping,2017-03-15,2017-03-16
,,Flat Rs 1500 cashback on OnePlus 5,Y,Shopping,2017-06-22,2017-06-28
,,Additional 5% Discount at shoppersstop.com,N,Shopping,2016-06-24,2016-07-24
,,Exciting Shopping Offers in Baroda,N,Shopping,2016-11-04,2016-12-31
,,Upto 10% Cashback on Samsung Mobile - Onam,N,Shopping,2017-08-11,2017-09-05
,,Get Rs 1000 Discount at Rouch,N,Shopping,2018-08-08,2018-09-09
,,,N,Travel,2015-12-01,2015-12-31
,,,N,Shopping,2017-06-24,2017-07-23
,,Avail 5% Cashback on EMI trxn,N,Travel,2016-12-13,2017-01-15
PAI International Cashback,PAI International Cashback,PAI International 5% Cashback Offer,N,Shopping,2018-12-21,2019-01-28
,,BOSE 10% Discount Offer,N,Shopping,2017-02-08,2017-02-14
,,Additional 5% Cashback at “The Arvind store",N,Shopping,2017-01-09,2017-02-12
,,OnePlus EMI Offer,Y,Shopping,2018-08-03,2018-08-15
,,ESTORE Travel offer,Y,Travel,2017-12-22,2018-03-31
,,LOTUS Electronics New Year Offer,N,Shopping,2016-12-22,2017-02-01
,,Musafir Travel Discounts,N,Travel,2017-04-12,2017-05-31
,,Akbar Travels Offers,N,Travel,2017-08-08,2018-01-12
,,15% off on your Airbnb Stay,N,Travel,2017-01-16,2017-03-31
,,Travel offers at bigbreaks.com,Y,Travel,2018-02-16,2018-06-30
,,Get 5% cashback,N,Travel,2019-01-23,2019-01-27
,,Additional 10% Off at Snapdeal,N,Shopping,2017-03-31,2017-04-03
,,Get Additional 5% Discount,N,Shopping,2016-04-28,2016-05-04
,,20% off on Air Asia Base price,Y,Travel,2016-06-27,2016-07-10
,,Canon 5% Cashback Offer,N,Shopping,2018-11-01,2018-11-21
10% Discount at Jabong on SBI Credit Cards,Get 10% instant discount at Jabong with your SBI Credit Cards. Find credit card offer details  terms & conditions today!,Get 10% Instant Discount at Jabong,Y,Shopping,2019-01-04,2019-01-08
,,POTHYS cashback Offer,N,Shopping,2018-12-11,2018-12-25
,,Get 5% cashback,N,Shopping,2018-06-01,2018-06-04
,,5% Cashback on Haier Products,N,Shopping,2018-10-04,2018-11-10
,,Sargam Electronics 5% Cashback Offer,N,Shopping|my-city-offers,2018-04-13,2018-05-13
,,10% discount,N,Travel,2017-03-22,2018-02-14
,,Amazing Travel offers,N,Travel,2016-07-12,2016-12-31
,,Get 5% cashback,N,Shopping,2016-09-30,2016-10-04
,,10% Instant Discount at Amazon.in,N,Shopping,2018-08-08,2018-08-12
,,,N,Shopping,2016-02-04,2016-02-21
,,Viveks EMI cashback offer,N,Shopping|my-city-offers,2017-06-05,2017-07-02
,,Get 5% Cashback at Raymond,N,Shopping,2018-06-13,2018-08-05
,,Flat Rs 1500 cashback on OnePlus 5,Y,Shopping,2017-06-19,2017-07-02
,,IFB Discounts Up to 22%,N,Shopping|my-city-offers,2017-07-17,2017-08-31
,,Fashion Sale - 10% Cashback at Amazon,N,Shopping,2016-07-21,2016-07-24
,,Rs.1500 e-GV on EMI trxn,Y,Shopping,2018-05-11,2018-05-16
,,Additional 5% Cashback at Reliance Trends(Only in Kerala),N,Shopping,2016-08-16,2016-09-18
,,5% cashback at Flemingo Duty Free,N,Shopping,2016-04-28,2016-05-31
,,Additional 5% Cashback at Myntra,N,Shopping,2017-04-07,2017-04-10
,,Flat 25% off,N,Travel,2017-01-20,2017-02-05
,,Get 18% Discount at Shoppersstop.com,N,Shopping,2017-04-18,2017-06-30
10% Discount at ANDINDIA.com,10% Discount at www.andindia.com/secret-shop,10% Discount at ANDINDIA.com,Y,Shopping,2018-12-21,2019-01-31
,,Lucknow  Exciting - My City Offers,N,Shopping,2017-01-09,2017-01-31
,,,N,Dining,2017-04-21,2017-07-31
,,Flat Rs 650 Cashback on LG X-Screen,N,Shopping,2016-07-20,2016-08-20
Mumbai Restaurant Offers on SBI Credit Cards,Get 15% discount with SBI Credit cards on dining at Mumbai restaurants. Find the Mumbai restaurant credit card details and T&C on the site.,,N,Dining,2017-01-16,2019-03-31
,,Instant Discount Offers at Goibibo,Y,Travel,2017-11-01,2017-11-04
,,Flat 20% Off at Air Asia,Y,Travel,2018-06-01,2018-06-10
,,5% Cashback at Croma Stores & Croma.com,N,Shopping,2016-06-24,2016-07-24
,,Amazing Travel offers,N,Travel,2016-08-02,2016-09-30
,,Amazing Travel discount on Yatra,N,Travel,2016-10-18,2016-12-31
,,Additional 5% Cashback at EVOK Stores,N,Shopping,2016-07-23,2016-08-16
Pharmeasy Cashback Offer on SBI Credit Cards,Get amazing Pharmeasy cashback offer for SBI credit card holders on our website. Also  check out Pharmeasy credit card offer details  terms and conditions today!,5% Cashback at Pharmeasy.com,N,Shopping,2019-01-18,2019-02-20
,,Free JBl Headphones,N,Travel,2016-12-16,2017-01-31
,,5% Cashback on EMI trxn. at Shopclues,N,Shopping,2016-09-06,2016-09-26
,,Great Eastern Electronics Festive Offer,N,Shopping,2016-10-14,2016-10-31
,,Additional 5% Discount at KKCL Stores,N,Shopping,2016-06-21,2016-08-15
,,Upto Rs 600 off on domestic flights at Yatra,N,Travel,2018-04-04,2018-07-31
,,Get 5% Discount at Brand Factory,N,Shopping,2017-04-11,2017-04-12
Lucknow Restaurant Offers on SBI Credit Cards,Get 15% discount with SBI Credit cards on dining at Lucknow restaurants. Find the Lucknow restaurant credit card details and T&C on the site.,,N,Dining,2017-01-16,2019-03-31
,,Instant Discount of Rs 1000 on Honor 7 smartphone at Flipkart,N,Shopping,2015-12-02,2015-12-31
,,DIGI1 Electronics Cashback Offer,N,Shopping,2018-07-12,2018-08-12
,,Flat 10% off on Yu Yunicorn Phone,N,Shopping,2016-06-06,2016-06-07
,,Lotus Electronics Cashback,N,Shopping,2018-03-09,2018-04-09
Exclusive travel offers at SOTC.in,Get amazing SOTC offers for SBI credit card holders on our website. Also  check out SOTC credit card offer details  terms and conditions today!,Exclusive travel offers at SOTC.in,Y,Travel,2018-07-24,2018-12-31
,,Ramachandran Offer,N,Shopping|my-city-offers,2018-08-08,2018-09-03
,,Get the best for your home with SBI Card. Enjoy 5% Cashback on min. transaction of Rs.15000 & above,N,Shopping,2015-12-07,2015-12-31
,,5% Cashback,N,Shopping,2017-01-24,2017-02-23
Chandigarh Restaurant Offers on SBI Credit Cards,Get 15% discount with SBI Credit cards on dining at Chandigarh restaurants. Find the Chandigarh restaurant credit card details and T&C on the site.,,N,Dining,2017-01-16,2019-03-31
,,9% off at eBay.in,Y,Shopping,2017-08-18,2017-08-31
,,5% cashback on flights at www.airvistara.com,Y,Travel,2018-08-13,2018-08-15
,,10% Off at Flipkart,N,Shopping,2018-07-16,2018-07-19
,,15% Discount on Room rates,N,Travel,2015-11-20,2016-03-22
,,10% Off at Flipkart,Y,Shopping,2017-12-06,2017-12-09
,,5% Cashback at insider.in,Y,Shopping,2018-12-26,2018-12-31
,,10% Cashback on EMI transaction on Voltas ACs,N,Shopping,2017-05-10,2017-06-12
,,Get 35% Off at firstcry,N,Shopping,2017-05-04,2017-11-30
,,Get Rs 500 Off at bata.in,N,Shopping,2017-04-10,2017-08-31
,,Amazing Travel offers,N,Travel,2016-01-05,2016-05-31
,,Additional 5% Cashback at VIP Bags,N,Shopping,2016-07-01,2016-08-28
,,5% Cashback Offer at LG Shoppe,N,Shopping,2016-08-11,2016-08-16
,,SURYA CSD Canteen Lucknow Offer,N,Shopping,2017-01-06,2017-02-06
,,Ixigo Flights discount on Apparel purchase,N,Shopping|my-city-offers,2017-07-19,2017-09-30
,,Cleartrip.com - Up to Rs.4000 Cashback,Y,Travel,2018-02-28,2018-03-31
,,Great Eastern Electronics Republic Day Offer,N,Shopping,2017-01-20,2017-02-04
,,Additional 10% Instant Discount,N,Shopping,2017-03-21,2017-03-24
,,Guwahati City - Special Offer,N,my-city-offers,2018-07-24,2018-10-30
,,CMR MALLS Offer,N,Shopping,2016-12-30,2017-01-29
,,Rs 750 Off on Xiaomi Products at mi.com,Y,Shopping,2018-10-22,2018-10-25
Indore Restaurant Offers on SBI Credit Cards,Get 15% discount with SBI Credit cards on dining at Indore restaurants. Find the Indore restaurant credit card details and T&C on the site.,,N,Dining,2017-01-16,2019-03-31
,,Additional 10% Off at Snapdeal,N,Shopping,2016-12-05,2016-12-06
,,Get 5% Cashback,N,Shopping,2017-02-01,2017-02-05
,,Complimentary Dessert,N,Dining,2017-09-29,2017-10-31
,,Sathya Agencies Diwali Offer,N,Shopping|my-city-offers,2017-10-06,2017-10-31
,,Rs 800 Off on Motorola E5 Plus,Y,Shopping,2018-07-10,2018-07-12
,,The Chennai Mobiles Dusshera Diwali Offer,N,Shopping,2018-10-18,2018-11-08
,,,N,,2017-06-05,2017-06-05
,,Additional 10% Discount at Fabfurnish,N,Shopping,2017-03-02,2017-03-15
,,10% Cashback on holiday bookings at MakeMyTrip,Y,Travel,2018-05-29,2018-06-02
,,Pazhamudir Nilayam Cashback Offer,N,Shopping|my-city-offers,2018-06-14,2018-07-22
,,30% discounts,Y,Lifestyle,2018-05-21,2018-10-31
,,RS Brothers & South India Shopping Mall Offer,N,Shopping,2018-07-06,2018-08-05
,,Clay Telecom Offer,N,Travel,2017-03-06,2017-12-31
,,Get  Rs 100 Cashback,Y,Shopping,2015-12-09,2016-05-25
,,Additional 5% Cashback at Reliance Footprint,N,Shopping,2016-12-22,2017-01-29
,,Great Eastern Appliances Offer,N,Shopping,2017-03-29,2017-04-30
,,Get Additional 5% Discount,N,Shopping,2016-08-19,2016-10-11
,,Get 10% Discount at Satya Paul,N,Shopping,2017-04-12,2017-05-13
,,Amazing Cashback on Flight & Hotel offers,N,Shopping,2016-04-19,2016-04-22
,,Apple iPhone Cashback,N,Shopping,2018-06-27,2018-09-30
,,Travel offers at GoIbibo,Y,Travel,2018-01-24,2018-03-31
,,Get  5% Cashback,N,Shopping,2018-04-09,2018-04-18
,,Additional 15% Off at Snapdeal,N,Shopping,2017-01-06,2017-01-09
,,Nasik City - Special Offer,N,Shopping|my-city-offers,2018-07-27,2018-10-31
,,Get Flat 10% off at Hotels.com,Y,Travel,2016-01-18,2016-06-30
,,5% Cashback at Samsung Plaza,N,Shopping,2016-01-15,2016-01-31
,,,N,Dining,2017-01-16,2019-12-31
,,Amazing Travel discount on TravelGuru.com,N,Travel,2017-02-03,2017-03-31
,,5% Off at Big Bazaar,N,Shopping,2017-12-21,2017-12-25
,,Additional 5% Cashback at Max,N,Shopping,2016-12-27,2017-01-31
,,5% Cashback on Godrej Products - Onam,Y,Shopping,2018-08-14,2018-08-24
,,Get 5% Cashback at VIP Bags,N,Shopping,2018-12-31,2019-02-28
,,Get  5% Cashback,N,Shopping,2017-04-21,2017-04-29
,,5% Off on Xiaomi Products,N,Shopping,2018-04-04,2018-04-06
,,Additional 5% Discount at Brand Factory,N,Shopping,2016-09-30,2016-10-31
,,10% Cashback on Motorola Phones at Amazon.in,N,Shopping,2016-02-11,2016-06-21
Netmeds Offers on SBI Credit Cards,Get Netmeds offers on your SBI credits cards. Find Netmeds offer details  terms and conditions on our website.,Upto 30% benefits,N,Lifestyle,2018-04-05,2018-12-31
,,Amazing Travel offers,N,Travel,2016-07-04,2016-09-30
,,PAI International 5% Cashback Offer,N,Shopping|my-city-offers,2018-05-04,2018-06-17
,,Get 5% Cashback at Shoppers Stop,N,Shopping,2017-06-12,2017-06-18
,,,N,Dining,2017-04-20,2017-03-31
,,Fashion Sale - 10% Cashback at Flipkart,N,Shopping,2016-07-29,2016-07-31
,,Get 5% cashback,Y,Shopping,2016-08-05,2016-08-17
,,Get 10% Off on Samsung Galaxy On Nxt & On8,N,Shopping,2016-11-09,2016-11-11
,,Goibibo Select city Offers,N,Travel,2017-05-26,2017-06-20
,,Get 5% Cashback at Pantaloons,N,Shopping,2018-09-27,2018-11-07
,,5% Off on Large Appliances at Flipkart,Y,Shopping,2018-06-26,2018-06-29
,,Upto Rs 1000 off at Yatra,Y,Travel,2017-09-19,2017-09-23
,,up to 50% off,Y,Travel,2016-01-13,2016-07-31
,,Deekay Electronics Offer,N,Shopping,2016-12-09,2017-01-10
,,The Chennai Mobiles Diwali Offer,N,Shopping,2017-10-06,2017-10-31
,,DLF Shopping Malls cashback Offer,N,my-city-offers,2017-11-20,2018-02-02
Hyderabad Restaurant Offers on SBI Credit Cards,Get 15% discount with SBI Credit cards on dining at Hyderabad restaurants. Find the Hyderabad restaurant credit card details and T&C on the site.,,N,Dining,2017-01-16,2019-03-31
,,Free Yatra vouchers worth up to Rs3000/-,N,Travel,2017-04-26,2017-05-31
Kolkata Restaurant Offers on SBI Credit Cards,Get 15% discount with SBI Credit cards on dining at Kolkata restaurants. Find the Kolkata restaurant credit card details and T&C on the site.,,N,Dining,2017-01-16,2019-03-31
,,,N,,2016-04-26,2016-05-15
,,,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,Get Additional 5% Discount,N,Shopping,2015-10-14,2015-10-22
,,,N,,2016-06-11,2016-07-05
,,Get 18% discount,Y,Lifestyle,2018-02-09,2018-02-28
,,Healthkart.com 10% Discount Offer,Y,Lifestyle,2018-05-08,2018-10-31
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-09-30
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
Apollo Hospitals Offer,Get amazing Apollo Hospitals offers for SBI credit card holders on our website. Also  check out Apollo Hospitals credit card offer details  terms and conditions today!,Apollo Hospitals Offer,N,Lifestyle,2018-11-15,2019-03-31
,,,N,,2016-08-25,2016-08-31
Flexipay Festive Offers,Now  pay back for big transactions in flexible EMIs at lower interest rates for a limited time with SBI Card Flexipay service. Find more details on our website.,,N,Shopping,2018-10-16,2018-12-15
,,Get 10% Discount at Titan Eye Plus,N,Lifestyle,2017-02-21,2017-03-31
,,,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,,Y,Lifestyle,2018-02-12,2018-02-28
,,,N,Lifestyle|Dining|Shopping|Travel,2016-12-01,2017-01-31
,,,N,,2016-04-26,2016-05-15
,,Get 10% Cashback on Air conditioners,N,Departmental Store,2015-01-15,2015-05-30
,,,N,Lifestyle|Dining|Shopping|Travel,2016-12-01,2017-01-31
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-08-31
,,,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,Enjoy 30% discount on annual subscription. Know more.,Y,Lifestyle,2015-04-01,2015-04-30
,,,N,,2016-09-02,2016-09-30
,,,N,,2016-07-19,2016-08-12
,,,N,,2016-06-11,2016-07-05
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-09-30
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-08-31
,,,N,Shopping,2017-03-31,2017-04-12
,,,N,,2016-04-26,2016-05-15
,,,N,,2016-07-19,2016-08-12
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,Exclusive offers,Y,Lifestyle,2015-04-01,2015-06-30
,,Set AutoPay and get Cashback upto Rs 250/-,Y,Lifestyle,2016-01-11,2016-01-31
,,,N,,2016-06-09,2016-06-30
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,Get 10% discount,N,Lifestyle,2016-09-08,2016-11-30
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-08-31
,,,N,,2016-06-11,2016-07-05
,,This is non s2s offers,N,Lifestyle|Dining|Shopping|Travel,2015-03-12,2020-04-29
,,,N,,2016-07-19,2016-08-12
,,CULT.FIT 10% Cashback Offer,Y,Lifestyle,2018-07-31,2018-08-03
,,,N,,2016-09-02,2016-09-30
,,,N,,2016-04-26,2016-05-15
,,,N,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,Exclusive offer for fbb SBI STYLEUP Card,N,Lifestyle,2016-12-15,2016-12-22
,,Home Cleaning services offer,N,Lifestyle,2017-05-03,2017-05-31
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-09-30
,,Get Additional 5% Cashback,N,Shopping,2015-10-14,2015-11-15
Apollo Diagnostics Offer,Get amazing Apollo Diagnostics offers for SBI credit card holders on our website. Also  check out Apollo Diagnostics credit card offer details  terms and conditions today!,Apollo Diagnostics Offer,N,Lifestyle,2018-07-30,2019-03-31
,,Enjoy 65% off on annual digital subscription of e-magazines,Y,Lifestyle,2015-04-01,2015-07-31
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2023-04-30
,,Get 20% discount,Y,Lifestyle,2018-02-09,2018-02-28
,,ABOF.COM SHOPPING OFFER,N,Visa Offers,2016-09-26,2017-08-31
,,,N,,2016-07-19,2016-08-12
,,Zoomin.com Customized Gifting,N,Lifestyle,2017-01-31,2017-02-10
,,,N,,2016-06-09,2016-06-30
,,,N,,2016-07-19,2016-08-12
,,,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2022-04-30
,,,N,,2016-04-26,2016-05-15
,,This is non s2s offers,N,Lifestyle|Dining|Shopping|Travel,2015-03-12,2022-11-30
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,,N,,2016-10-16,2016-11-06
,,,N,Lifestyle|Dining|Shopping|Travel,2015-03-12,2022-04-30
,,Get Additional 5% Cashback,Y,Lifestyle,2015-10-16,2015-10-22
,,,N,,2016-06-11,2016-07-05
,,Get  5% discount,Y,Lifestyle,2016-02-11,2016-02-28
,,,N,,2016-06-11,2016-07-05
,,,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,This is non s2s offers,N,Lifestyle|Dining|Shopping|Travel,2015-03-12,2021-04-29
,,5% Cashback at mytatasky.com,Y,Lifestyle,2016-01-15,2016-04-30
,,DOMINOS DINING OFFER,N,Visa Offers,2016-09-26,2016-12-31
Ask Apollo Online consultation discount,Get amazing Apollo Online offers for SBI credit card holders on our website. Also  check out Apollo Online credit card offer details  terms and conditions today!,Ask Apollo Online consultation discount,N,Lifestyle,2018-07-30,2019-02-28
,,,N,,2017-01-10,2017-01-31
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2022-04-30
,,Wellness Offers,N,Lifestyle,2017-02-10,2017-03-31
,,This is non s2s offers,N,Lifestyle|Dining|Shopping|Travel,2015-03-12,2022-11-30
,,The Week + Britannica Offer,Y,Lifestyle,2018-04-27,2018-08-31
,,JACK & JONES SHOPPING OFFER,N,Visa Offers,2016-09-26,2017-01-24
,,,N,Lifestyle|Dining|Shopping|Travel,2016-12-01,2017-01-31
,,Home Hygiene Services Offer,N,Lifestyle,2016-11-10,2016-11-30
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-09-30
,,,N,,2016-04-26,2016-05-15
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-08-31
Apollo White Dental Offer,Get amazing Apollo offers for SBI credit card holders on our website. Also  check out Apollo credit card offer details  terms and conditions today!,Apollo White Dental Offer,N,Lifestyle,2018-11-21,2019-03-31
,,,N,,2016-09-02,2016-09-30
,,,N,,2016-06-11,2016-07-05
,,Get 5% Cashback,N,Lifestyle,2015-10-14,2015-11-15
,,Upto 25% off on Buffet,N,Dining,2017-08-08,2017-09-04
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-09-30
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-08-31
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,PUREIT Water & Air purifiers Offer,N,Lifestyle|my-city-offers,2018-01-12,2018-01-31
,,,N,,2016-04-26,2016-05-15
,,,N,,2016-04-26,2016-05-15
,,,N,Shopping,2018-08-10,2018-09-05
,,,N,,2016-07-19,2016-08-12
,,,N,Lifestyle|Dining|Shopping|Travel,2016-12-01,2017-01-31
Bodyshop EMI Offers on SBI Credit Cards,Get Bodyshop EMI Offers on your SBI credits cards. Find Bodyshop offer details  terms and conditions on our website.,EMI at Bodyshop.in,Y,Lifestyle,2018-04-06,2021-12-31
Indushealth Offers on SBI Credit Cards,Get Indushealth offers on your SBI credits cards. Find Indushealth offer details  terms and conditions on our website.,13% Discount on Health packages,Y,Lifestyle,2018-04-05,2018-12-31
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2022-04-30
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-08-31
,,,N,Lifestyle|Dining|Shopping|Travel,2016-12-01,2017-01-31
,,,N,Lifestyle|Dining|Shopping|Travel,2015-03-12,2022-04-30
Apollo Fertility Offer,Get amazing Apollo Fertility offers for SBI credit card holders on our website. Also  check out Apollo Fertility credit card offer details  terms and conditions today!,Apollo Fertility Offer,N,Lifestyle,2018-08-29,2019-03-31
Apollo Cradle Offer,Get amazing Apollo Cradle offers for SBI credit card holders on our website. Also  check out Apollo Cradle credit card offer details  terms and conditions today!,Apollo Cradle Offer,N,Lifestyle,2018-08-29,2019-03-31
,,,N,Lifestyle|Dining|Shopping|Travel,2015-02-01,2022-04-30
,,,N,,2016-07-19,2016-08-12
,,,N,,2016-06-11,2016-07-05
,,Home Hygiene services offer,Y,Lifestyle,2016-08-22,2016-10-31
,,,N,,2016-09-02,2016-09-30
,,Durian Furnitures Offer,N,Shopping|my-city-offers,2018-01-12,2018-01-28
,,Additional 10% Discount at VLCC,N,Lifestyle,2018-02-09,2018-03-31
Apollo Spectra Offer,Get amazing Apollo Spectra offers for SBI credit card holders on our website. Also  check out Apollo Spectra credit card offer details  terms and conditions today!,Apollo Spectra Offer,N,Lifestyle,2018-07-31,2019-03-31
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,,N,Lifestyle|Dining|Shopping|Travel,2017-08-10,2017-09-30
,,,N,Lifestyle|Dining|Shopping|Travel,2016-12-01,2017-01-31
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2022-04-30
Apollo Life Studio Offer,Get amazing Apollo Life Studio offers for SBI credit card holders on our website. Also  check out Apollo Life Studio credit card offer details  terms and conditions today!,Apollo Life Studio Offer,N,Lifestyle,2018-07-26,2019-01-16
,,,N,,2016-07-19,2016-08-12
,,,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2022-04-30
,,,N,,2016-06-09,2016-06-30
,,This is non s2s offers,N,Lifestyle|Dining|Shopping|Travel,2015-03-12,2021-04-29
Policy-bazaar EMI Offers on SBI Credit Cards,Get Policy-bazaar EMI Offers on your SBI credits cards. Find Policy-bazaar offer details  terms and conditions on our website.,EMI offer on your SBI Card on Policy Bazaar,N,Shopping,2018-03-26,2021-12-31
,,,N,,2016-07-19,2016-08-12
,,,N,,2016-09-02,2016-09-30
,,This is non s2s offers,N,Lifestyle|Dining|Shopping|Travel,2015-03-12,2022-11-30
,,This is non s2s offers,N,Lifestyle|Dining|Shopping|Travel,2015-03-12,2021-04-29
,,Get 5% discount,Y,Lifestyle,2018-02-13,2018-02-12
,,PUMA.COM SHOPPING OFFER,N,Visa Offers,2016-09-26,2017-07-24
,,Exclusive Jewellery Offers,N,Lifestyle,2016-10-14,2016-10-31
,,,N,,2016-04-26,2016-05-15
,,,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2022-04-30
Medanta Hospitals Offer,Get amazing Medanta offers for SBI credit card holders on our website. Also  check out Medanta credit card offer details  terms and conditions today!,Medanta Hospitals Offer,N,Lifestyle,2018-08-31,2018-12-31
Apollo Clinics Offer,Get amazing Apollo Clinics offers for SBI credit card holders on our website. Also  check out Apollo Clinics credit card offer details  terms and conditions today!,Apollo Clinics Offer,N,Lifestyle,2018-08-29,2019-01-31
,,10%* off on Flipkart Mobile App,Y,Lifestyle|Shopping,2015-10-14,2015-10-17
,,JABONG SHOPPING OFFER,N,Visa Offers,2016-09-26,2017-01-24
,,,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2021-04-30
,,,N,,2016-04-26,2016-05-15
,,10% cashback on Mobile  DTH  Data Card and Bill Payments. Know more.,Y,Lifestyle,2015-04-01,2015-05-31
,,Upto 40% discount on Health Care atHome,N,Lifestyle,2018-05-08,2018-10-31
,,Get exclusive offers with your Federal Bank - SBI Card,N,Shopping,2017-03-21,2017-04-10
,,Get Additional 5% Cashback,N,Shopping,2015-10-14,2015-11-22
,,Get 5% discount,Y,Lifestyle,2018-02-13,2018-02-28
Apollo Pharmacy Discount Offer,Get amazing Apollo Pharmacy offers for SBI credit card holders on our website. Also  check out Apollo Pharmacy credit card offer details  terms and conditions today!,Apollo Pharmacy Discount Offer,N,Lifestyle,2018-11-22,2019-03-31
,,Activation,Y,Lifestyle|Dining|Shopping|Travel,2015-02-01,2022-04-30
,,,N,,2016-06-11,2016-07-05
,,JOYALUKKAS JEWELRY OFFER,N,Visa Offers,2016-09-26,2017-03-31
,,This is non s2s offers,N,Lifestyle|Dining|Shopping|Travel,2015-03-12,2022-11-30
,,Upto 25% off at finest restaurants across Thailand  Singapore and UAE,Y,Travel,2015-10-30,2016-03-31
,,Upto 20% discount on Preventive health check Packages,N,Travel,2015-10-30,2016-06-30
,,Exclusive Accor Plus Membership Offer,Y,Dining,2015-12-23,2016-05-31
,,Avail access to 10 airport lounges,Y,Dining,2018-02-13,2018-09-30
,,Access to 10 airport lounges across India-  complimentary heavenly meals  free wi-fi .,N,Travel,2014-12-17,2015-09-30
,,Upto 10% Discount on flights to US  Europe  Canada and UK,N,Travel,2015-10-30,2015-12-31
,,10% discount on Best Available Rate,Y,Travel,2017-05-26,2017-07-04
,,Priority Pass,N,,2017-01-23,2017-12-31
,,Upto 75% Off + Extra 10% Off* on hotel bookings,Y,Travel,2017-05-16,2017-07-31
,,10% discount on Best Available Rate,N,Travel,2017-05-26,2017-09-30
,,10%off on the Best Unrestricted Rate,N,Travel,2014-12-22,2015-08-31
,,,Y,Travel,2015-11-02,2017-03-14
,,Get 10% Off on AVIS,Y,Travel,2017-11-01,2018-07-31
,,Get 15% Discount on Airbnb,N,Travel,2016-11-08,2016-12-31
,,Up to 15% Off at Apollo Hospitals,Y,Lifestyle,2018-08-29,2018-12-31
,,Flat Rs.750 Off on Hotel Room Booking,Y,Travel,2018-02-02,2018-03-31
,,Smart rates for Smart offices,N,Travel,2015-10-30,2016-01-05
,,Avail a Complimentary Gold Membership,N,Travel,2015-10-30,2016-03-31
,,Now get 10% discount on all flights booked on www.indigo.in . Know more,Y,Travel,2014-12-21,2015-12-31
,,Avail upto 10% off* on Business and Economy class fares,N,Travel,2015-10-30,2016-03-31
,,Get 20% discount* on Car rentals at www.avis.co.in,Y,Travel,2015-11-02,2017-03-14
,,Flat 8% discount on Airline bookings,N,,2016-07-01,2016-12-31
,,Exclusive Accor Plus Membership Offer,N,,2015-12-23,2016-05-31
,,Exclusive discounts with Spicejet,Y,Travel,2017-07-27,2017-09-30
,,Get 10% off* on Best Available Rate at Ginger Hotels,Y,,2016-08-01,2017-03-31
,,Get upto 10%* discount on your travel bookings.,N,Travel,2015-11-02,2017-01-31
